nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Gini Rasio";Perkotaan;2008;Tahunan;0.343;BENGKULU
"Gini Rasio";Perkotaan;2008;Tahunan;0.415;LAMPUNG
"Gini Rasio";Perkotaan;2008;Tahunan;0.279;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perkotaan;2008;Tahunan;0.309;"KEP. RIAU"
"Gini Rasio";Perkotaan;2008;Tahunan;0.362;"DKI JAKARTA"
"Gini Rasio";Perkotaan;2008;Tahunan;0.354;"JAWA BARAT"
"Gini Rasio";Perkotaan;2008;Tahunan;0.332;"JAWA TENGAH"
"Gini Rasio";Perkotaan;2008;Tahunan;0.368;"DI YOGYAKARTA"
"Gini Rasio";Perkotaan;2008;Tahunan;0.345;"JAWA TIMUR"
"Gini Rasio";Perkotaan;2008;Tahunan;0.344;BANTEN
"Gini Rasio";Perkotaan;2008;Tahunan;0.313;BALI
"Gini Rasio";Perkotaan;2008;Tahunan;0.362;"NUSA TENGGARA BARAT"
"Gini Rasio";Perkotaan;2008;Tahunan;0.331;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perkotaan;2008;Tahunan;0.344;"KALIMANTAN BARAT"
"Gini Rasio";Perkotaan;2008;Tahunan;0.317;"KALIMANTAN TENGAH"
"Gini Rasio";Perkotaan;2008;Tahunan;0.365;"KALIMANTAN SELATAN"
"Gini Rasio";Perkotaan;2008;Tahunan;0.359;"KALIMANTAN TIMUR"
"Gini Rasio";Perkotaan;2008;Tahunan;-;"KALIMANTAN UTARA"
"Gini Rasio";Perkotaan;2008;Tahunan;0.295;"SULAWESI UTARA"
"Gini Rasio";Perkotaan;2008;Tahunan;0.314;"SULAWESI TENGAH"
"Gini Rasio";Perkotaan;2008;Tahunan;0.354;"SULAWESI SELATAN"
"Gini Rasio";Perkotaan;2008;Tahunan;0.327;"SULAWESI TENGGARA"
"Gini Rasio";Perkotaan;2008;Tahunan;0.35;GORONTALO
"Gini Rasio";Perkotaan;2008;Tahunan;0.317;"SULAWESI BARAT"
"Gini Rasio";Perkotaan;2008;Tahunan;0.3;MALUKU
"Gini Rasio";Perkotaan;2008;Tahunan;0.311;"MALUKU UTARA"
"Gini Rasio";Perkotaan;2008;Tahunan;0.272;"PAPUA BARAT"
"Gini Rasio";Perkotaan;2008;Tahunan;0.309;PAPUA
"Gini Rasio";Perkotaan;2008;Tahunan;0.367;INDONESIA
"Gini Rasio";Perdesaan;2008;Tahunan;0.253;ACEH
"Gini Rasio";Perdesaan;2008;Tahunan;0.272;"SUMATERA UTARA"
"Gini Rasio";Perdesaan;2008;Tahunan;0.276;"SUMATERA BARAT"
"Gini Rasio";Perdesaan;2008;Tahunan;0.295;RIAU
"Gini Rasio";Perdesaan;2008;Tahunan;0.283;JAMBI
"Gini Rasio";Perdesaan;2008;Tahunan;0.291;"SUMATERA SELATAN"
"Gini Rasio";Perdesaan;2008;Tahunan;0.335;BENGKULU
"Gini Rasio";Perdesaan;2008;Tahunan;0.292;LAMPUNG
"Gini Rasio";Perdesaan;2008;Tahunan;0.268;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perdesaan;2008;Tahunan;0.259;"KEP. RIAU"
"Gini Rasio";Perdesaan;2008;Tahunan;-;"DKI JAKARTA"
"Gini Rasio";Perdesaan;2008;Tahunan;0.289;"JAWA BARAT"
"Gini Rasio";Perdesaan;2008;Tahunan;0.274;"JAWA TENGAH"
"Gini Rasio";Perdesaan;2008;Tahunan;0.3;"DI YOGYAKARTA"
"Gini Rasio";Perdesaan;2008;Tahunan;0.286;"JAWA TIMUR"
"Gini Rasio";Perdesaan;2008;Tahunan;0.255;BANTEN
"Gini Rasio";Perdesaan;2008;Tahunan;0.281;BALI
"Gini Rasio";Perdesaan;2008;Tahunan;0.303;"NUSA TENGGARA BARAT"
"Gini Rasio";Perdesaan;2008;Tahunan;0.29;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perdesaan;2008;Tahunan;0.298;"KALIMANTAN BARAT"
"Gini Rasio";Perdesaan;2008;Tahunan;0.275;"KALIMANTAN TENGAH"
"Gini Rasio";Perdesaan;2008;Tahunan;0.273;"KALIMANTAN SELATAN"
"Gini Rasio";Perdesaan;2008;Tahunan;0.278;"KALIMANTAN TIMUR"
"Gini Rasio";Perdesaan;2008;Tahunan;-;"KALIMANTAN UTARA"
"Gini Rasio";Perdesaan;2008;Tahunan;0.285;"SULAWESI UTARA"
"Gini Rasio";Perdesaan;2008;Tahunan;0.321;"SULAWESI TENGAH"
"Gini Rasio";Perdesaan;2008;Tahunan;0.302;"SULAWESI SELATAN"
"Gini Rasio";Perdesaan;2008;Tahunan;0.28;"SULAWESI TENGGARA"
"Gini Rasio";Perdesaan;2008;Tahunan;0.307;GORONTALO
"Gini Rasio";Perdesaan;2008;Tahunan;0.319;"SULAWESI BARAT"
"Gini Rasio";Perdesaan;2008;Tahunan;0.272;MALUKU
"Gini Rasio";Perdesaan;2008;Tahunan;0.29;"MALUKU UTARA"
"Gini Rasio";Perdesaan;2008;Tahunan;0.298;"PAPUA BARAT"
"Gini Rasio";Perdesaan;2008;Tahunan;0.363;PAPUA
"Gini Rasio";Perdesaan;2008;Tahunan;0.3;INDONESIA
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.29;ACEH
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.323;"SUMATERA UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.308;"SUMATERA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.328;RIAU
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.295;JAMBI
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.313;"SUMATERA SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.348;BENGKULU
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.362;LAMPUNG
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.275;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.316;"KEP. RIAU"
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.362;"DKI JAKARTA"
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.36;"JAWA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.325;"JAWA TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.376;"DI YOGYAKARTA"
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.346;"JAWA TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.354;BANTEN
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.318;BALI
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.342;"NUSA TENGGARA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.349;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.326;"KALIMANTAN BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.307;"KALIMANTAN TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.345;"KALIMANTAN SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.362;"KALIMANTAN TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;-;"KALIMANTAN UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.295;"SULAWESI UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.34;"SULAWESI TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.37;"SULAWESI SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.338;"SULAWESI TENGGARA"
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.353;GORONTALO
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.323;"SULAWESI BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.324;MALUKU
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.339;"MALUKU UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.326;"PAPUA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.407;PAPUA
"Gini Rasio";Perkotaan+Perdesaan;2008;Tahunan;0.368;INDONESIA
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.291;ACEH
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.327;"SUMATERA UTARA"
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.289;"SUMATERA BARAT"
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.311;RIAU
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.276;JAMBI
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.326;"SUMATERA SELATAN"
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.319;BENGKULU
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.39;LAMPUNG
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.277;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.291;"KEP. RIAU"
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.356;"DKI JAKARTA"
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.378;"JAWA BARAT"
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.331;"JAWA TENGAH"
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.367;"DI YOGYAKARTA"
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.333;"JAWA TIMUR"
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.357;BANTEN
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.316;BALI
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.398;"NUSA TENGGARA BARAT"
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.339;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.343;"KALIMANTAN BARAT"
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.29;"KALIMANTAN TENGAH"
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.371;"KALIMANTAN SELATAN"
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.355;"KALIMANTAN TIMUR"
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";-;"KALIMANTAN UTARA"
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.3;"SULAWESI UTARA"
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.336;"SULAWESI TENGAH"
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.375;"SULAWESI SELATAN"
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.37;"SULAWESI TENGGARA"
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.326;GORONTALO
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.328;"SULAWESI BARAT"
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.319;MALUKU
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.292;"MALUKU UTARA"
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.259;"PAPUA BARAT"
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.292;PAPUA
"Gini Rasio";Perkotaan;2009;"Semester 1 (Maret)";0.372;INDONESIA
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.25;ACEH
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.26;"SUMATERA UTARA"
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.268;"SUMATERA BARAT"
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.326;RIAU
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.245;JAMBI
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.27;"SUMATERA SELATAN"
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.276;BENGKULU
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.296;LAMPUNG
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.29;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.239;"KEP. RIAU"
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";-;"DKI JAKARTA"
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.282;"JAWA BARAT"
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.274;"JAWA TENGAH"
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.312;"DI YOGYAKARTA"
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.278;"JAWA TIMUR"
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.279;BANTEN
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.256;BALI
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.299;"NUSA TENGGARA BARAT"
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.305;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.288;"KALIMANTAN BARAT"
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.262;"KALIMANTAN TENGAH"
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.295;"KALIMANTAN SELATAN"
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.283;"KALIMANTAN TIMUR"
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";-;"KALIMANTAN UTARA"
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.315;"SULAWESI UTARA"
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.311;"SULAWESI TENGAH"
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.296;"SULAWESI SELATAN"
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.265;"SULAWESI TENGGARA"
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.338;GORONTALO
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.279;"SULAWESI BARAT"
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.265;MALUKU
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.249;"MALUKU UTARA"
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.327;"PAPUA BARAT"
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.334;PAPUA
"Gini Rasio";Perdesaan;2009;"Semester 1 (Maret)";0.295;INDONESIA
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.288;ACEH
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.317;"SUMATERA UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.298;"SUMATERA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.331;RIAU
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.269;JAMBI
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.313;"SUMATERA SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.302;BENGKULU
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.353;LAMPUNG
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.288;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.287;"KEP. RIAU"
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.356;"DKI JAKARTA"
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.365;"JAWA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.319;"JAWA TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.376;"DI YOGYAKARTA"
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.334;"JAWA TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.369;BANTEN
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.315;BALI
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.354;"NUSA TENGGARA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.357;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.321;"KALIMANTAN BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.293;"KALIMANTAN TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.348;"KALIMANTAN SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.379;"KALIMANTAN TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";-;"KALIMANTAN UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.311;"SULAWESI UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.338;"SULAWESI TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.394;"SULAWESI SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.359;"SULAWESI TENGGARA"
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.355;GORONTALO
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.301;"SULAWESI BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.312;MALUKU
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.327;"MALUKU UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.353;"PAPUA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.383;PAPUA
"Gini Rasio";Perkotaan+Perdesaan;2009;"Semester 1 (Maret)";0.367;INDONESIA
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.312;ACEH
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.371;"SUMATERA UTARA"
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.315;"SUMATERA BARAT"
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.32;RIAU
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.301;JAMBI
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.348;"SUMATERA SELATAN"
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.397;BENGKULU
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.397;LAMPUNG
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.314;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.306;"KEP. RIAU"
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.361;"DKI JAKARTA"
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.357;"JAWA BARAT"
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.357;"JAWA TENGAH"
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.404;"DI YOGYAKARTA"
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.335;"JAWA TIMUR"
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.419;BANTEN
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.37;BALI
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.444;"NUSA TENGGARA BARAT"
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.347;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.402;"KALIMANTAN BARAT"
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.298;"KALIMANTAN TENGAH"
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.394;"KALIMANTAN SELATAN"
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.344;"KALIMANTAN TIMUR"
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";-;"KALIMANTAN UTARA"
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.379;"SULAWESI UTARA"
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.371;"SULAWESI TENGAH"
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.37;"SULAWESI SELATAN"
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.413;"SULAWESI TENGGARA"
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.374;GORONTALO
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.383;"SULAWESI BARAT"
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.303;MALUKU
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.29;"MALUKU UTARA"
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.291;"PAPUA BARAT"
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.294;PAPUA
"Gini Rasio";Perkotaan;2010;"Semester 1 (Maret)";0.382;INDONESIA
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.261;ACEH
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.279;"SUMATERA UTARA"
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.306;"SUMATERA BARAT"
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.286;RIAU
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.293;JAMBI
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.309;"SUMATERA SELATAN"
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.319;BENGKULU
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.309;LAMPUNG
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.255;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.227;"KEP. RIAU"
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";-;"DKI JAKARTA"
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.298;"JAWA BARAT"
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.297;"JAWA TENGAH"
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.331;"DI YOGYAKARTA"
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.287;"JAWA TIMUR"
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.289;BANTEN
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.313;BALI
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.328;"NUSA TENGGARA BARAT"
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.345;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.309;"KALIMANTAN BARAT"
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.295;"KALIMANTAN TENGAH"
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.306;"KALIMANTAN SELATAN"
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.31;"KALIMANTAN TIMUR"
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";-;"KALIMANTAN UTARA"
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.34;"SULAWESI UTARA"
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.334;"SULAWESI TENGAH"
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.361;"SULAWESI SELATAN"
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.351;"SULAWESI TENGGARA"
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.438;GORONTALO
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.33;"SULAWESI BARAT"
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.322;MALUKU
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.278;"MALUKU UTARA"
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.346;"PAPUA BARAT"
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.408;PAPUA
"Gini Rasio";Perdesaan;2010;"Semester 1 (Maret)";0.315;INDONESIA
"Gini Rasio";Perkotaan+Perdesaan;2010;"Semester 1 (Maret)";0.301;ACEH
"Gini Rasio";Perkotaan+Perdesaan;2010;"Semester 1 (Maret)";0.346;"SUMATERA UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2010;"Semester 1 (Maret)";0.325;"SUMATERA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2010;"Semester 1 (Maret)";0.326;RIAU
"Gini Rasio";Perkotaan+Perdesaan;2010;"Semester 1 (Maret)";0.304;JAMBI
"Gini Rasio";Perkotaan+Perdesaan;2010;"Semester 1 (Maret)";0.34;"SUMATERA SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2010;"Semester 1 (Maret)";0.365;BENGKULU
"Gini Rasio";Perkotaan+Perdesaan;2010;"Semester 1 (Maret)";0.36;LAMPUNG
"Gini Rasio";Perkotaan+Perdesaan;2010;"Semester 1 (Maret)";0.296;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perkotaan+Perdesaan;2010;"Semester 1 (Maret)";0.293;"KEP. RIAU"
"Gini Rasio";Perkotaan+Perdesaan;2010;"Semester 1 (Maret)";0.361;"DKI JAKARTA"
"Gini Rasio";Perkotaan+Perdesaan;2010;"Semester 1 (Maret)";0.356;"JAWA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2010;"Semester 1 (Maret)";0.341;"JAWA TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2010;"Semester 1 (Maret)";0.407;"DI YOGYAKARTA"
"Gini Rasio";Perkotaan+Perdesaan;2010;"Semester 1 (Maret)";0.337;"JAWA TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2010;"Semester 1 (Maret)";0.419;BANTEN
"Gini Rasio";Perkotaan+Perdesaan;2010;"Semester 1 (Maret)";0.366;BALI
"Gini Rasio";Perkotaan+Perdesaan;2010;"Semester 1 (Maret)";0.396;"NUSA TENGGARA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2010;"Semester 1 (Maret)";0.378;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2010;"Semester 1 (Maret)";0.37;"KALIMANTAN BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2010;"Semester 1 (Maret)";0.304;"KALIMANTAN TENGAH"
