nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Gini Rasio";Perkotaan;2014;"Semester 2 (September)";0.444;"DI YOGYAKARTA"
"Gini Rasio";Perkotaan;2014;"Semester 2 (September)";0.428;"JAWA TIMUR"
"Gini Rasio";Perkotaan;2014;"Semester 2 (September)";0.435;BANTEN
"Gini Rasio";Perkotaan;2014;"Semester 2 (September)";0.449;BALI
"Gini Rasio";Perkotaan;2014;"Semester 2 (September)";0.445;"NUSA TENGGARA BARAT"
"Gini Rasio";Perkotaan;2014;"Semester 2 (September)";0.377;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perkotaan;2014;"Semester 2 (September)";0.415;"KALIMANTAN BARAT"
"Gini Rasio";Perkotaan;2014;"Semester 2 (September)";0.397;"KALIMANTAN TENGAH"
"Gini Rasio";Perkotaan;2014;"Semester 2 (September)";0.338;"KALIMANTAN SELATAN"
"Gini Rasio";Perkotaan;2014;"Semester 2 (September)";0.362;"KALIMANTAN TIMUR"
"Gini Rasio";Perkotaan;2014;"Semester 2 (September)";-;"KALIMANTAN UTARA"
"Gini Rasio";Perkotaan;2014;"Semester 2 (September)";0.452;"SULAWESI UTARA"
"Gini Rasio";Perkotaan;2014;"Semester 2 (September)";0.406;"SULAWESI TENGAH"
"Gini Rasio";Perkotaan;2014;"Semester 2 (September)";0.429;"SULAWESI SELATAN"
"Gini Rasio";Perkotaan;2014;"Semester 2 (September)";0.426;"SULAWESI TENGGARA"
"Gini Rasio";Perkotaan;2014;"Semester 2 (September)";0.445;GORONTALO
"Gini Rasio";Perkotaan;2014;"Semester 2 (September)";0.428;"SULAWESI BARAT"
"Gini Rasio";Perkotaan;2014;"Semester 2 (September)";0.307;MALUKU
"Gini Rasio";Perkotaan;2014;"Semester 2 (September)";0.354;"MALUKU UTARA"
"Gini Rasio";Perkotaan;2014;"Semester 2 (September)";0.373;"PAPUA BARAT"
"Gini Rasio";Perkotaan;2014;"Semester 2 (September)";0.4;PAPUA
"Gini Rasio";Perkotaan;2014;"Semester 2 (September)";0.433;INDONESIA
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.259;ACEH
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.274;"SUMATERA UTARA"
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.295;"SUMATERA BARAT"
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.276;RIAU
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.316;JAMBI
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.316;"SUMATERA SELATAN"
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.305;BENGKULU
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.29;LAMPUNG
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.273;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.293;"KEP. RIAU"
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";-;"DKI JAKARTA"
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.301;"JAWA BARAT"
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.334;"JAWA TENGAH"
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.299;"DI YOGYAKARTA"
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.31;"JAWA TIMUR"
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.28;BANTEN
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.315;BALI
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.307;"NUSA TENGGARA BARAT"
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.279;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.317;"KALIMANTAN BARAT"
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.287;"KALIMANTAN TENGAH"
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.302;"KALIMANTAN SELATAN"
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.287;"KALIMANTAN TIMUR"
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";-;"KALIMANTAN UTARA"
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.353;"SULAWESI UTARA"
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.305;"SULAWESI TENGAH"
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.373;"SULAWESI SELATAN"
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.342;"SULAWESI TENGGARA"
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.392;GORONTALO
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.349;"SULAWESI BARAT"
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.31;MALUKU
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.264;"MALUKU UTARA"
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.391;"PAPUA BARAT"
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.331;PAPUA
"Gini Rasio";Perdesaan;2014;"Semester 1 (Maret)";0.319;INDONESIA
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.277;ACEH
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.282;"SUMATERA UTARA"
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.28;"SUMATERA BARAT"
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.324;RIAU
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.321;JAMBI
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.317;"SUMATERA SELATAN"
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.33;BENGKULU
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.283;LAMPUNG
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.252;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.31;"KEP. RIAU"
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";-;"DKI JAKARTA"
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.294;"JAWA BARAT"
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.359;"JAWA TENGAH"
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.378;"DI YOGYAKARTA"
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.339;"JAWA TIMUR"
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.294;BANTEN
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.337;BALI
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.306;"NUSA TENGGARA BARAT"
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.281;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.356;"KALIMANTAN BARAT"
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.327;"KALIMANTAN TENGAH"
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.293;"KALIMANTAN SELATAN"
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.295;"KALIMANTAN TIMUR"
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";-;"KALIMANTAN UTARA"
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.366;"SULAWESI UTARA"
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.283;"SULAWESI TENGAH"
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.429;"SULAWESI SELATAN"
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.36;"SULAWESI TENGGARA"
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.444;GORONTALO
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.344;"SULAWESI BARAT"
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.293;MALUKU
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.264;"MALUKU UTARA"
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.355;"PAPUA BARAT"
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.384;PAPUA
"Gini Rasio";Perdesaan;2014;"Semester 2 (September)";0.336;INDONESIA
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.325;ACEH
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.321;"SUMATERA UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.334;"SUMATERA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.353;RIAU
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.329;JAMBI
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.399;"SUMATERA SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.356;BENGKULU
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.347;LAMPUNG
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.303;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.402;"KEP. RIAU"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.431;"DKI JAKARTA"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.413;"JAWA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.376;"JAWA TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.419;"DI YOGYAKARTA"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.369;"JAWA TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.395;BANTEN
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.415;BALI
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.377;"NUSA TENGGARA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.355;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.391;"KALIMANTAN BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.35;"KALIMANTAN TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.359;"KALIMANTAN SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.348;"KALIMANTAN TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";-;"KALIMANTAN UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.424;"SULAWESI UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.372;"SULAWESI TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.425;"SULAWESI SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.409;"SULAWESI TENGGARA"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.412;GORONTALO
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.352;"SULAWESI BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.351;MALUKU
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.325;"MALUKU UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.439;"PAPUA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.408;PAPUA
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 1 (Maret)";0.406;INDONESIA
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.337;ACEH
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.31;"SUMATERA UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.332;"SUMATERA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.379;RIAU
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.342;JAMBI
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.381;"SUMATERA SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.355;BENGKULU
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.331;LAMPUNG
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.295;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.437;"KEP. RIAU"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.436;"DKI JAKARTA"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.398;"JAWA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.388;"JAWA TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.435;"DI YOGYAKARTA"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.403;"JAWA TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.424;BANTEN
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.442;BALI
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.391;"NUSA TENGGARA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.355;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.402;"KALIMANTAN BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.365;"KALIMANTAN TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.326;"KALIMANTAN SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.361;"KALIMANTAN TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";-;"KALIMANTAN UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.436;"SULAWESI UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.352;"SULAWESI TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.448;"SULAWESI SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.399;"SULAWESI TENGGARA"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.453;GORONTALO
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.378;"SULAWESI BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.33;MALUKU
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.322;"MALUKU UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.405;"PAPUA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.459;PAPUA
"Gini Rasio";Perkotaan+Perdesaan;2014;"Semester 2 (September)";0.414;INDONESIA
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.367;ACEH
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.36;"SUMATERA UTARA"
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.358;"SUMATERA BARAT"
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.392;RIAU
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.381;JAMBI
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.39;"SUMATERA SELATAN"
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.405;BENGKULU
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.403;LAMPUNG
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.291;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.361;"KEP. RIAU"
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.431;"DKI JAKARTA"
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.433;"JAWA BARAT"
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.42;"JAWA TENGAH"
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.443;"DI YOGYAKARTA"
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.442;"JAWA TIMUR"
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.411;BANTEN
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.382;BALI
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.399;"NUSA TENGGARA BARAT"
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.332;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.354;"KALIMANTAN BARAT"
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.366;"KALIMANTAN TENGAH"
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.377;"KALIMANTAN SELATAN"
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.313;"KALIMANTAN TIMUR"
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.298;"KALIMANTAN UTARA"
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.386;"SULAWESI UTARA"
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.425;"SULAWESI TENGAH"
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.421;"SULAWESI SELATAN"
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.414;"SULAWESI TENGGARA"
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.423;GORONTALO
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.395;"SULAWESI BARAT"
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.312;MALUKU
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.282;"MALUKU UTARA"
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.343;"PAPUA BARAT"
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.339;PAPUA
"Gini Rasio";Perkotaan;2015;"Semester 1 (Maret)";0.428;INDONESIA
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.368;ACEH
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.332;"SUMATERA UTARA"
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.325;"SUMATERA BARAT"
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.385;RIAU
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.354;JAMBI
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.354;"SUMATERA SELATAN"
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.398;BENGKULU
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.399;LAMPUNG
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.284;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.333;"KEP. RIAU"
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.421;"DKI JAKARTA"
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.446;"JAWA BARAT"
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.402;"JAWA TENGAH"
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.428;"DI YOGYAKARTA"
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.428;"JAWA TIMUR"
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.39;BANTEN
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.406;BALI
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.376;"NUSA TENGGARA BARAT"
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.301;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.361;"KALIMANTAN BARAT"
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.34;"KALIMANTAN TENGAH"
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.374;"KALIMANTAN SELATAN"
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.319;"KALIMANTAN TIMUR"
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.322;"KALIMANTAN UTARA"
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.356;"SULAWESI UTARA"
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.415;"SULAWESI TENGAH"
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.386;"SULAWESI SELATAN"
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.411;"SULAWESI TENGGARA"
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.391;GORONTALO
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.383;"SULAWESI BARAT"
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.328;MALUKU
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.315;"MALUKU UTARA"
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.349;"PAPUA BARAT"
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.347;PAPUA
"Gini Rasio";Perkotaan;2015;"Semester 2 (September)";0.419;INDONESIA
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.292;ACEH
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.296;"SUMATERA UTARA"
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.304;"SUMATERA BARAT"
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.328;RIAU
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.339;JAMBI
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.314;"SUMATERA SELATAN"
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.345;BENGKULU
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.345;LAMPUNG
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.263;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.293;"KEP. RIAU"
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";-;"DKI JAKARTA"
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.316;"JAWA BARAT"
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.326;"JAWA TENGAH"
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.334;"DI YOGYAKARTA"
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.344;"JAWA TIMUR"
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.269;BANTEN
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.332;BALI
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.333;"NUSA TENGGARA BARAT"
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.288;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.301;"KALIMANTAN BARAT"
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.293;"KALIMANTAN TENGAH"
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.299;"KALIMANTAN SELATAN"
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.293;"KALIMANTAN TIMUR"
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.27;"KALIMANTAN UTARA"
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.324;"SULAWESI UTARA"
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.329;"SULAWESI TENGAH"
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.38;"SULAWESI SELATAN"
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.369;"SULAWESI TENGGARA"
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.369;GORONTALO
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.348;"SULAWESI BARAT"
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.323;MALUKU
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.263;"MALUKU UTARA"
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.476;"PAPUA BARAT"
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.38;PAPUA
"Gini Rasio";Perdesaan;2015;"Semester 1 (Maret)";0.334;INDONESIA
"Gini Rasio";Perdesaan;2015;"Semester 2 (September)";0.293;ACEH
"Gini Rasio";Perdesaan;2015;"Semester 2 (September)";0.285;"SUMATERA UTARA"
"Gini Rasio";Perdesaan;2015;"Semester 2 (September)";0.28;"SUMATERA BARAT"
"Gini Rasio";Perdesaan;2015;"Semester 2 (September)";0.33;RIAU
"Gini Rasio";Perdesaan;2015;"Semester 2 (September)";0.319;JAMBI
"Gini Rasio";Perdesaan;2015;"Semester 2 (September)";0.286;"SUMATERA SELATAN"
"Gini Rasio";Perdesaan;2015;"Semester 2 (September)";0.338;BENGKULU
"Gini Rasio";Perdesaan;2015;"Semester 2 (September)";0.313;LAMPUNG
"Gini Rasio";Perdesaan;2015;"Semester 2 (September)";0.259;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perdesaan;2015;"Semester 2 (September)";0.283;"KEP. RIAU"
"Gini Rasio";Perdesaan;2015;"Semester 2 (September)";-;"DKI JAKARTA"
"Gini Rasio";Perdesaan;2015;"Semester 2 (September)";0.31;"JAWA BARAT"
"Gini Rasio";Perdesaan;2015;"Semester 2 (September)";0.344;"JAWA TENGAH"
"Gini Rasio";Perdesaan;2015;"Semester 2 (September)";0.332;"DI YOGYAKARTA"
"Gini Rasio";Perdesaan;2015;"Semester 2 (September)";0.327;"JAWA TIMUR"
"Gini Rasio";Perdesaan;2015;"Semester 2 (September)";0.261;BANTEN
"Gini Rasio";Perdesaan;2015;"Semester 2 (September)";0.35;BALI
"Gini Rasio";Perdesaan;2015;"Semester 2 (September)";0.342;"NUSA TENGGARA BARAT"
"Gini Rasio";Perdesaan;2015;"Semester 2 (September)";0.303;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perdesaan;2015;"Semester 2 (September)";0.286;"KALIMANTAN BARAT"
"Gini Rasio";Perdesaan;2015;"Semester 2 (September)";0.268;"KALIMANTAN TENGAH"
"Gini Rasio";Perdesaan;2015;"Semester 2 (September)";0.282;"KALIMANTAN SELATAN"
